GeneID	GSM1122673	GSM1122674	GSM1122675	GSM1122676	GSM1122677	GSM1122678
100287102	0.08844	0.1856	0.1617	0.08737	0.1384	0.1016
653635	10.2	7.448	10.82	12.11	8.802	10.5
102466751	3.342	1.031	2.439	4.245	2.354	2.132
107985730	0.04526	0.03257	0.01713	0.1006	0.05667	0.1134
100302278	0.05882	0	0	0	0.05523	0
645520	0	0	0	0	0	0
79501	0	0	0	0	0	0
100996442	0.267	0.2273	0.2824	0.4645	0.2959	0.2868
729737	1.426	0.8562	1.012	1.556	0.8382	0.5519
102725121	0.04546	0.1526	0.1032	0.0393	0.1281	0.05222
102723897	11.94	8.87	12.63	13.79	10.3	12.34
102465909	2.268	0.9018	1.897	3.317	1.681	1.683
107985721	0.015	0.01943	0.01021	0.02667	0.03943	0.02255
112268260	0.06771	0.05847	0.1062	0.1026	0.06127	0.1365
729759	0.008644	0	0	0	0	0
100132287	1.614	0.8921	1.318	1.784	0.9575	0.8624
105378947	0.06236	0.0187	0.03933	0.05775	0.03904	0.0293
101928626	0	0.01098	0	0	0.0191	0.00956
113219467	1483	1762	1913	1930	2406	2212
81399	0.01685	0.01364	0.01435	0.02185	0.0145	0.01584
100133331	1.52	0.855	1.343	1.75	0.956	0.9159
107984841	1.078	0.6339	0.9353	1.266	0.7325	0.6261
107984847	2.51	1.68	2.698	3.255	1.823	1.699
107984849	0.8117	0.5945	0.5594	1.031	0.4627	0.3542
100288069	1.125	0.6454	0.8401	1.171	0.7005	0.6455
105378580	0.1137	0.07502	0.1148	0.1492	0.1142	0.09503
400728	0.1712	0.2253	0.1943	0.1392	0.196	0.1491
79854	0.3205	0.2395	0.4058	0.3288	0.272	0.3186
643837	1.193	1.031	0.9999	1.013	0.9097	0.9147
107984850	0.258	0.1963	0.3567	1.22	1.022	1.153
284593	0.0904	0.06162	0.1512	0.2062	0.1742	0.2638
284600	0.004208	0.04315	0.004777	0.002338	0.02568	0.009887
100130417	0.00539	0	0.006118	0.00599	0	0.0152
107985728	0.006679	0.007208	0.002527	0.004949	0.00209	0.002092
148398	2.514	2.388	2.313	1.782	1.475	1.787
26155	42.79	38.52	38.95	30.34	23.74	30.01
339451	1.065	0.7138	0.9532	0.8314	0.5884	0.4866
84069	0.02027	0.06781	0.02991	0.01577	0.007612	0.007619
84808	0.006736	0.00727	0.007646	0.002496	0.004217	0
57801	0.1226	0.08669	0.05759	0.1457	0.08733	0.06755
9636	20.9	23.99	24.73	34.23	37.75	32.71
375790	5.458	4.671	5.089	4.4	3.696	3.519
100288175	0.75	0.6656	0.7946	0.3983	0.4695	0.6188
112267874	0.08108	0.05186	0.08181	0.07009	0.06203	0.03669
105378948	0.2446	0.21	0.2587	0.1576	0.1618	0.1724
401934	0.004272	0	0.01455	0	0	0
54991	4.132	3.901	3.766	3.535	2.962	2.773
254099	0	0	0	0	0	0
406984	0	0	0	0	0.08023	0
406983	0	0	0.1024	0	0	0
554210	0	0	0	0	0	0
100506376	0.01749	0.01678	0.008826	0.03024	0.00365	0.0201
254173	0.3439	0.2202	0.3839	0.3003	0.2005	0.2522
8784	2.365	2.097	2.01	1.571	1.827	1.695
7293	3.606	2.842	3.376	2.48	2.305	2.548
51150	32.17	32.89	32.68	30.34	31.36	29.33
126792	13.61	14.39	13.81	11	9.833	10.47
388581	0.217	0.174	0.2112	0.1516	0.1164	0.09908
118424	13.03	13.4	12.96	10.46	10.44	10.34
101928895	0.1749	0.08388	0.1875	0.1836	0.1368	0.1187
6339	0.3296	0.1979	0.356	0.3811	0.2021	0.2723
116983	3.628	3.215	3.45	3.36	2.886	2.561
102465434	0.1331	0	0	0.1479	0.1249	0.1251
109623456	0.773	0.7301	0.4388	1.181	0.5444	0.3633
126789	9.928	9.809	9.286	8.031	7.357	7.143
54973	24.22	22.88	23.64	22.95	21.21	22.13
102465435	1.998	1.617	1.985	1.11	1.407	1.056
80772	4.516	4.923	3.957	6.9	7.82	5.946
83756	0.1328	0.1554	0.1763	0.2451	0.1542	0.1777
1855	9.712	9.408	9.162	8.131	7.029	6.76
102466740	0.2751	0.1485	0.1562	0.3058	0.3875	0.1293
54587	0.3235	0.2063	0.255	0.4639	0.2581	0.2505
54998	37.88	39.63	29.55	33.99	32.73	23.86
81669	7.771	5.03	7.3	7.849	4.788	4.791
148413	13.65	12.85	13.26	13.72	10.79	12.77
55052	48.29	52.74	44.01	41.8	40.05	40.8
107984868	0.01264	0.002273	0.01913	0.0117	0.001978	0.009897
441869	0.03402	0.04984	0.04414	0.03511	0.04336	0.03198
105378585	0	0.007692	0.008089	0.01584	0.02677	0.006698
643965	0.0165	0	0	0.03667	0	0.03101
102724312	0.02039	0.007337	0.01543	0.02267	0.01277	0.03195
107985729	0.0111	0.005988	0.0126	0.0185	0.02084	0.01564
64856	0.4752	0.4603	0.4738	0.7812	0.9417	0.6148
219293	1.097	1.036	1.004	0.8148	0.6627	0.693
83858	7.096	6.463	6.303	4.901	3.545	3.441
55210	22.6	24.97	20.21	15.79	12.46	12.53
339453	0.1117	0.05075	0.08673	0.08492	0.06623	0.04972
29101	72.33	71.48	77.57	61.66	65.85	69.88
643988	6.195	6.525	6.477	6.295	6.19	5.503
105378586	2.441	2.435	2.465	2.082	2.079	1.707
142678	2.398	1.844	2.728	3.597	3.078	3.04
8510	0.6314	0.4564	0.6134	0.7442	0.4853	0.6403
984	13.8	11.19	13.5	14.99	11.68	12.59
728661	15.49	11.55	15.21	22.62	18.34	19.83
8511	0.3404	0.1934	0.478	0.3784	0.1682	0.5137
728642	13	10.05	13.76	15.08	11.04	12.26
9906	7.372	6.07	8.264	11.73	10.05	10.91
112268218	2.836	2.72	2.739	2.93	2.494	2.493
65220	16.19	16.03	14.61	14.69	13.38	11.86
2782	128.2	124.8	126.1	98.29	93.37	99.12
105378949	0.2209	0.2265	0.163	0.1657	0.1815	0.1765
163688	0.06508	0.03902	0.1478	0.06831	0.01358	0.03058
339456	0.6771	0.5153	0.473	0.1737	0.106	0.2203
85452	0.001097	0	0.001245	0	0.00103	0.001031
107984872	0.0029	0	0.006584	0.006446	0.002723	0.005451
105378589	0	0.001845	0.001941	0.0019	0.00321	0.001607
2563	0	0.001709	0.003595	0.00704	0.001487	0.005953
105378590	0	0	0	0	0	0
105378591	0	0	0	0	0	0
5590	0.7402	0.5437	0.834	0.8485	0.638	0.9948
100506504	0.5182	0.3636	0.6471	0.3672	0.3528	0.3897
199990	4.228	4.049	4.182	4.752	4.498	4.103
112268219	1.313	1.014	1.376	1.121	0.7333	0.8397
105378593	0.02362	0.05098	0.07149	0.0525	0.04435	0.0888
6497	11.26	9.843	10.75	11.64	10.54	9.523
79906	0.4698	0.3404	0.3387	0.3156	0.1979	0.2288
100129534	0.2889	0.3274	0.3033	0.3371	0.1899	0.1765
11079	29.34	28.97	28.72	29.79	29.5	28.96
5192	8.05	7.845	7.803	8.431	7.64	8.444
9651	0.06953	0.05849	0.1521	0.1443	0.1229	0.1922
55229	4.178	3.718	3.281	3.933	3.729	3.166
388585	0.3843	0.3687	0.2423	0.1687	0.05345	0.04013
115110	1.942	1.665	1.783	2.654	2.477	1.924
8764	7.047	6.804	7.21	10.83	10.96	8.803
100996583	0.09303	0.08786	0.0528	0.1551	0.09827	0.09837
127281	10.54	10.82	9.236	11.01	12.05	9.281
79258	1.236	1.265	1.14	1.423	1.493	1.132
105378597	0	0.01669	0	0.008592	0.007259	0
100287898	0.02751	0.04578	0.04555	0.05606	0.05598	0.04633
105378603	0	0	0	0	0	0
105378602	0	0	0	0	0	0
105378601	0	0	0	0	0	0
112268220	0	0	0	0	0	0
107985732	0.009875	0	0	0	0	0
105378600	0	0	0	0	0	0
105378598	0	0	0	0	0.001625	0
107984904	0	0	0	0	0	0
105378599	0	0	0	0	0	0
140625	0	0	0	0	0	0
440556	0.03586	0.01138	0.06944	0.1383	0.05348	0.1487
63976	0.139	0.07151	0.233	0.3682	0.1595	0.6245
100422968	0	0	0	0	0	0
105378606	0	0	0.001491	0	0.001233	0.007408
107984909	0.006602	0.003563	0.007494	0.003669	0.006199	0.003102
105378605	0	0.01331	0	0	0.002315	0
105378604	0.006605	0.002592	0.002726	0.01602	0.0141	0.00395
27237	0.07767	0.06619	0.1299	0.04544	0.02879	0.05764
1953	0.5471	0.3458	0.8454	1.584	1.113	1.553
105378608	0	0.005798	0	0	0	0.002524
693135	0	0	0	0	0	0
105378607	0	0	0.009307	0	0	0
127262	14.36	13.63	14.51	27.84	28.97	27.14
49856	9.581	8.655	8.025	7.951	7.342	7.178
7161	0.2084	0.1903	0.2994	0.08906	0.07935	0.09312
105378610	0	0	0.004258	0	0	0
105378609	0	0	0	0	0.0215	0
57212	5.827	3.679	5.247	5.068	3.288	4.373
148870	0.07949	0.0572	0.06517	0.1227	0.03939	0.06434
388588	24.63	21.63	24.09	23.35	19.91	20.02
57470	17.78	15.85	16.86	21.29	18.76	20.22
9731	5.003	4.458	5.058	4.656	4.361	4.83
1677	2.785	2.598	2.753	2.318	1.994	2.965
107984910	0.1322	0.06944	0.1461	0.1351	0.04698	0.1512
339448	7.608	7.298	7.811	8.196	6.584	8.482
100133612	0.1123	0.2244	0.1841	0.1802	0.1249	0.2032
728716	0	0	0	0	0	0
105376672	0	0	0	0	0	0
105376673	0	0	0	0	0	0
284661	0	0	0	0	0	0
105376674	0	0	0	0.007678	0	0
105376679	0	0	0	0	0	0
107985376	0.5538	0.4089	0.2647	0.2429	0.3694	0.1096
55966	0	0	0	0.0006906	0	0.001752
105376680	0	0	0	0	0	0
102724429	0	0	0	0	0	0
105376681	0	0	0	0	0	0
105376682	0	0	0	0	0	0
107984911	0	0	0	0	0	0
105376686	0	0	0	0	0	0
100616421	0	0	0.1316	0	0	0
261734	1.828	1.542	1.633	1.844	1.496	1.245
8514	40.38	34.01	44.1	47.9	41.33	53.72
26038	1.468	1.146	0.68	0.4167	0.2484	0.1038
105376687	0	0	0	0	0	0
6146	206.3	192.1	237.4	201.5	181.8	247.9
107985733	5.851	3.769	5.532	5.054	5.159	6.652
102724450	0.1074	0.2781	0.2194	0.04773	0.04033	0.06055
388591	0.1646	0.1535	0.1052	0.06929	0.05703	0.04056
23463	18.81	18.69	17.12	10.63	8.886	9.651
148645	0.1631	0.2241	0.2693	0.1868	0.2042	0.2974
390992	0	0	0	0	0	0.01075
387509	0.3283	0.2572	0.1343	0.2315	0.2582	0.1081
11332	22.01	23.7	20.46	11.94	10.02	9.827
54626	0.02666	0.02261	0.0281	0.03175	0.008941	0.01253
83715	0.3633	0.2811	0.3072	0.2019	0.07485	0.1106
100422975	0	0	0	0	0	0
8718	2.165	1.006	1.669	1.408	0.6444	1.274
57449	0.05304	0.02642	0.08028	0.04535	0.02043	0.05497
79707	2.727	2.135	2.128	2.303	1.747	1.608
80835	0	0.004117	0.002165	0.008479	0.005372	0.005378
107984912	0	0	0	0	0.01709	0
3104	10.33	8.102	11.93	14.2	11.87	12.66
9903	8.482	8.088	8.029	12.6	11.64	11.06
107984913	0.1277	0.08001	0.1496	0.2517	0.2204	0.2284
148479	9.359	8.859	9.796	7.792	6.834	6.5
90326	6.808	6.681	6.506	6.298	5.82	6.205
55735	20.34	20.01	19.73	17.85	15.88	18.25
100505887	0	0	0	0	0	0
110841581	0.3382	0.5555	0.7678	0.4249	0.428	0.4699
23261	1.27	1.155	1.309	1.396	1.216	1.347
105376692	0	0	0	0	0	0
102725193	0	0	0	0	0	0
101928836	0.005484	0	0	0	0	0
105376691	0	0	0	0	0	0
105376689	0.02584	0.01321	0.03242	0.06045	0.01532	0.02684
9341	21.71	21.6	21.61	18.49	18.21	19.05
8863	2.105	1.85	1.761	1.383	1.007	1.14
10911	1.931	1.009	0.2923	1.203	0.909	0.1434
3604	0.2387	0.176	0.2736	0.1668	0.2008	0.1444
11315	146.6	148.8	137.9	120.6	112.5	122.7
54206	0.04875	0.03465	0.06074	0.07137	0.09714	0.09947
107984915	0	0	0	0	0	0
102724539	0	0	0	0	0	0
105376695	0	0	0	0	0	0
50651	0.01273	0.01374	0.01445	0.03536	0.03884	0.02392
473	11.54	8.488	9.931	11.82	9.007	7.915
102724552	0.09357	0.01262	0.07966	0.143	0.03295	0.03298
106632271	0	0	0	0	0	0
2023	475.2	458.6	469.6	563.8	587.4	597.7
102465436	0.5472	0.5906	0.6212	0.6082	0.8564	0.4286
100505975	0.6174	0.49	0.6802	0.5651	0.5286	0.9387
112268261	0.002631	0.007098	0.007465	0.004386	0.00247	0.006181
765	0.005029	0	0	0	0	0
155184	0	0	0	0	0	0
6518	0.1171	0.09964	0.1142	0.2466	0.1436	0.3043
80045	1.112	0.8645	0.745	0.7346	0.6995	0.6695
106614088	1.525	0.5774	2.334	2.253	1.067	1.637
407040	0.5903	0.2389	0.7539	1.066	0.6236	1.179
102724571	1.562	1.374	2.89	2.067	2.538	3.97
9563	3.504	2.893	3.543	2.975	2.608	3.001
80176	1.667	1.749	0.9433	3.056	5.104	1.815
100506022	0.5693	0.5426	0.6311	0.7808	0.7128	0.6071
84275	6.454	6.509	6.868	4.892	4.782	5.62
199953	4.44	4.508	4.103	3.065	2.652	2.58
107985734	0.8397	0.8824	1.053	0.7777	0.7469	0.6646
105376712	0.09182	0.03964	0.1251	0.2653	0.1724	0.03452
5293	15.08	12.18	14.09	19.81	18.22	19.81
644997	0.1024	0.04325	0.06571	0.1633	0.1505	0.1255
101929074	4.482	4.399	5.001	4.595	4.129	4.165
22883	22.37	19.71	21.03	30.6	30.48	25.33
56998	8.449	8.843	9.001	7.513	7.713	8.235
105376717	3.397	3.396	3.059	2.958	2.954	2.863
84328	9.509	8.726	9.321	8.383	7.947	8.131
64802	3.408	2.654	3.443	4.309	4.172	4.496
113391335	0.03656	0	0	0	0	0
100847055	0	0	0.1181	0	0	0
116362	0.009663	0	0.01097	0.1181	0.1542	0.01816
10277	15.09	13.64	14.92	19.76	18.75	19.96
23095	2.12	2.124	2.087	2.297	2.631	2.549
105376725	0.005602	0.01814	0.02544	0.06848	0.04208	0.02632
5226	144	141.3	132.8	174.6	183.6	157
100526739	3.202	3.233	3.04	1.706	1.252	1.668
378708	4.947	5.008	4.669	2.648	1.978	2.543
1325	0.4352	0.3259	0.373	0.2171	0.09173	0.08347
1676	9.249	7.985	9.048	8.473	7.694	8.35
5195	3.747	3.831	4.123	4.458	4.517	4.616
54897	0.3375	0.3986	0.3057	0.1575	0.1755	0.1349
105376733	0	0	0	0	0	0
105376735	0	0	0	0	0	0
148345	0.1363	0.1621	0.0947	0.4049	0.3864	0.3136
23435	35.53	33.41	32.08	28.56	24.19	26.25
10747	0.4924	0.4793	0.8607	0.648	0.3971	0.5934
6723	57.36	61.38	50.49	24.24	15.94	24.59
5394	28.15	27.1	27.08	25.19	22.49	24.55
105376736	5.255	5.254	4.66	4.518	4.495	4.324
2475	12.48	11.22	10.87	11.86	10.26	10.85
100873935	2.276	2.209	1.918	2.287	1.824	1.967
10218	0.009733	0.02451	0	0.003606	0.01523	0.006098
29914	3.477	3.515	3.62	2.408	2.012	2.969
105376737	0	0	0	0	0	0
105376739	0	0	0	0	0	0
105376740	0.008608	0	0.01954	0.009567	0	0
57540	0.01946	0.0175	0.01841	0.01802	0.0132	0.01423
112268221	0.004432	0	0	0	0	0
101929181	0	0	0.00717	0	0	0.01187
26232	1.381	1.205	0.4582	0.2664	0.4441	0.0652
93611	1.941	1.403	1.772	2.435	2.641	2.282
26270	5.721	4.939	2.523	4.81	6.139	3.332
10459	17.07	17.71	15.29	13.38	13.84	11.34
374946	0.03877	0.01654	0.02866	0.03908	0.02794	0.01864
57085	35.62	35.97	27.75	22.44	23.13	18.67
284498	3.599	2.961	2.913	5.375	4.638	4.089
102724659	0	0	0.004932	0.004829	0	0
4524	12.41	10.34	10.32	18.64	16.42	13.88
1185	8.218	6.012	8.182	12	10.16	10.92
100379251	4.151	2.662	3.914	5.77	4.604	4.939
4878	0.9683	0.6558	1.013	1.361	0.9092	0.8209
4879	0	0	0	0.01274	0	0
26829	0.06821	0.2945	0.1549	0.1516	0.06405	0.3847
90231	22.68	22.51	24.12	26.86	26.89	25.89
5351	21.61	22.55	18.75	24.29	28.19	22.2
9927	29.93	27.98	28.6	35.12	32.89	33.14
60672	12.57	11.98	13.65	13.66	12.67	12.75
102466982	0.3746	0.2696	0.8505	0.2776	0.5863	0.3521
943	0.7277	0.667	0.4218	0.5007	0.4501	0.3022
102465836	2.875	2.738	1.344	4.699	5.24	2.622
7133	4.316	3.862	2.375	9.789	10.45	8.067
100616438	0	0	0	0.1479	0	0
107984917	0	0.02208	0.01548	0.01516	0.01601	0.02563
55187	5.643	4.591	4.375	6.751	5.814	5.748
677885	0.801	1.153	0.5456	0.7122	0.5516	0.4015
105376744	0.00587	0.01478	0.006664	0.04132	0.0294	0.01471
9249	0.05247	0.07452	0.1035	0.1044	0.09595	0.1324
102466722	0	0	0	0	0	0
343066	0	0	0	0	0	0
126767	0	0	0	0	0	0
93190	0	0	0	0	0	0
390999	0	0	0	0	0	0
65121	0	0	0	0	0	0
105376745	0	0	0	0	0	0
440560	0	0	0	0	0	0
343069	1.54	1.363	1.402	1.079	1.094	1.271
65122	0	0	0	0	0	0
400735	0	0	0	0	0	0
343071	0	0	0	0	0	0
441871	0	0	0	0	0	0
440561	0	0	0	0	0	0
101929983	0	0	0	0	0	0
649330	0.04841	0.05225	0.03664	0.05381	0.03788	0.06067
441873	0.004186	0	0	0	0	0
649324	0.003666	0	0	0	0	0
440563	0.6811	0.6972	0.6615	0.5073	0.5406	0.6269
645354	0.003666	0	0	0	0	0
645359	0.004547	0	0	0	0	0
101060301	0.2099	0.2455	0.2085	0.175	0.1478	0.2055
343070	0.005649	0	0	0	0	0
400736	0	0	0	0	0	0
391003	0	0	0	0	0	0
343068	0	0	0	0	0	0
391002	0	0	0.005498	0	0	0
645382	0	0	0	0	0	0
653619	0.004352	0	0	0	0	0
729528	0	0	0	0	0	0
645414	0	0	0	0	0	0
391004	0	0	0	0	0	0
645425	0	0	0	0	0.004772	0
126755	0	0	0	0	0	0
102724856	0	0	0	0	0	0.002732
107984918	0	0	0	0	0	0
10630	0	0	0	0.002871	0.002426	0.002428
107984919	0	0	0	0	0	0
105378612	0.007228	0	0.008205	0	0	0
105376756	0	0	0	0	0	0
7799	3.878	3.07	2.975	4.408	3.574	3.143
23254	0.4577	0.4957	0.306	0.1729	0.1178	0.1491
107985467	0	0	0	0	0	0
107985468	0	0	0	0	0	0
105376762	0	0.01405	0	0	0	0
105376759	0	0	0	0	0	0
107985469	0	0	0	0	0	0
200197	0.03257	0.03766	0.02112	0.04266	0.06116	0.08636
55092	4.16	3.313	4.912	3.82	3.86	4.23
727684	0	0	0.01655	0.02701	0.004564	0
114827	0.007327	0.005648	0.005941	0.01629	0.02654	0.009837
101927417	0.002608	0	0.002961	0.0116	0.01469	0.007354
101927441	0.02179	0.004951	0.02604	0.01402	0.01938	0.01401
79180	57.12	54.03	48.49	42.56	48.39	34.18
11330	0.004654	0.005023	0.002642	0	0.002185	0.004374
63036	0.7089	0.4973	0.8349	0.1083	0.3328	0.07496
105376767	0.02604	0	0.01478	0.007234	0.01222	0.02447
51032	1.056	1.178	1.138	0.3056	0.4914	0.1668
842	4.627	4.173	4.737	4.98	4.913	5.019
23341	3.853	3.669	3.886	4.997	4.868	4.328
107397391	0	0	0	0	0	0
79814	1.495	1.124	1.518	0.7753	0.394	0.8233
84301	9.076	8.034	6.754	5.443	4.268	4.356
6248	6.713	6.183	4.837	4.359	3.715	3.666
23207	24.18	22.49	28.15	34.07	34.91	36.58
284723	0.2938	0.22	0.4294	0.5245	0.3535	0.4419
110806303	0.1411	0.04152	0.1164	0.1995	0.08428	0.1928
388595	0	0	0	0	0	0
54751	0.00487	0.007009	0.005528	0.01083	0.006097	0.001526
440567	24.65	25.27	24.71	19.08	19.05	19.91
729614	2.261	2.084	3.093	2.582	2.193	2.929
23013	16.45	12.25	13.38	15.81	12.24	12.5
7709	8.254	6.505	9.424	7.818	6.355	7.498
149563	0	0	0	0	0	0
27129	0.01205	0.0104	0.02462	0.01607	0.02942	0.06116
1187	0.07169	0.04572	0.148	0.06519	0.07037	0.1225
1188	0.3647	0.2743	0.4391	0.2579	0.1868	0.3531
348487	0.009438	0.01019	0.01071	0.02098	0.01772	0.02661
1969	0.8174	0.4001	0.5351	0.131	0.06783	0.1126
101927479	0.003096	0	0.003514	0	0	0
128272	2.046	1.676	2.29	1.784	1.266	1.597
101927546	0.09597	0.1412	0.06734	0.1338	0.1622	0.09348
79363	1.547	2.03	1.462	1.509	1.498	1.437
54455	4.865	4.454	4.386	6.937	6.553	6.534
26099	35.05	35.57	36.17	36.84	38.2	38.58
374955	8.637	8.769	9.362	9.344	9.496	10.04
55707	21.95	21.95	20.16	29.34	32.29	26.46
107984921	0.2326	0.1728	0.1988	0.278	0.2654	0.1787
114819	0.4763	0.1975	0.3673	0.489	0.2769	0.2487
26871	1.534	0.641	1.854	0.6051	0.5577	0.6978
107985757	0	0	0	0	0	0
100132147	0.021	0.017	0.2086	0.02334	0.03451	0.1776
107985758	0.1127	0.2434	0.128	0	0.1059	0.106
7195	0	0	0	0	0	0
55672	2.23	1.677	2.193	3.377	3.25	2.819
105376794	1.502	0.8875	1.675	1.444	0.6727	0.7373
84809	4.185	2.71	4.573	3.895	2.297	2.567
11209	0.07082	0.03988	0.1014	0.09925	0.0665	0.08104
107985736	0.0348	0.01252	0.03292	0.01612	0.04357	0.03271
26869	1.485	0.4808	1.573	0.5501	0.4647	0.6513
107985759	0	0	0	0	0	0
284729	0.004028	0	0.009145	0.004477	0	0.03029
100189045	0	0	0	0	0	0
6060	0.4454	0.2137	0.618	0.22	0.1394	0.2791
11223	0.04347	0.01877	0.0375	0.05605	0.02612	0.02778
100500876	0	0	0	0	0	0
100189298	0	0	0	0	0	0
112267871	0.03769	0.02034	0.2639	0.04189	0.0177	0.2008
7193	0.1127	0	0.6399	0	0	0.3179
100189183	0	0	0	0	0	0
105376805	0.9276	0.6397	0.4534	1.36	1.294	1.138
791226	0	0	0	0	0	0
26870	0.3465	0.2137	0.5618	0.22	0.2324	0.3256
9696	2.786	2.313	2.548	2.582	2.138	1.978
4237	0.9594	0.8344	1.308	3.368	2.644	4.483
105376806	0.5111	0.3751	0.7891	1.863	1.344	2.421
23400	16.86	19.09	14.66	15.99	16.9	14.82
6390	56.35	57.04	52.4	52.34	53.42	54.05
11240	2.986	2.465	0.9192	2.598	2.562	2.69
105376808	0	0	0	0	0	0
400743	0	0	0	0	0	0
29943	0.001386	0	0	0	0	0
51702	0.003153	0	0	0.005257	0.00148	0
100616188	0	0	0	0	0	0
23569	7.5	9.083	10.21	6.289	7.662	7.356
353238	0	0	0	0	0	0
55920	103	96.42	93.8	61.37	50.31	54.66
55160	0.05344	0.03059	0.008272	0.2448	0.3064	0.03044
107984028	0	0	0	0	0	0
81569	0.116	0.3397	0.1222	0.08745	0.07388	0.07006
105376809	0	0	0.006078	0	0	0
105376812	0	0	0	0	0	0
101927876	0	0	0	0	0	0
84966	0	0	0	0.003867	0.006534	0.00654
105376814	0	0	0	0	0	0.002201
127707	0.02562	0.02592	0.01272	0.02491	0.02706	0
5081	0	0	0	0	0	0
80834	0.00322	0	0	0	0	0.006052
8659	19.1	21.97	17.21	13.04	14.89	11.29
100616120	0.1097	0	0.249	0	0.103	0.1031
100302276	0.2081	0	0	0.1157	0	0
126917	7.283	6.538	7.756	3.911	4.038	3.731
105376815	0	0	0	0	0	0
23352	22.51	18.97	20.06	26.11	23.09	23.7
101927895	3.976	3.909	5.407	3.199	2.914	3.705
23065	11.93	10.38	11.97	9.619	8.265	10.24
51154	27.18	28.3	22	13.22	9.04	13.04
246181	0.4983	0.4154	0.4837	0.5042	0.3453	0.4037
22977	0.3923	0.272	0.3269	0.3481	0.2231	0.2842
100506730	1.31	1.006	1.31	1.279	0.6336	0.8977
8574	18.4	18.41	17.47	18.97	14.76	17.1
54896	2.392	2.382	2.191	3.205	2.901	2.675
832	88.49	88.22	83.5	104.6	113.8	97.48
105376819	0.02865	0.02061	0.02168	0.1592	0.1793	0.06283
105376818	0	0	0	0	0.05444	0
105376817	0	0	0	0.01483	0	0.006269
105378614	0	0	0.04451	0	0	0.03685
440574	10.39	9.692	9.933	7.002	6.418	6.956
100532736	6.566	6.141	6.091	6.541	5.664	6.276
644068	1.937	2.08	2.32	2.271	2.01	2.212
4681	1.222	1.182	1.246	2.466	2.052	2.299
3362	0.004272	0	0.002425	0.01187	0.002006	0
255104	1.237	1.289	1.152	1.062	1.113	1.247
54546	0	0	0	0	0	0
105376823	0.01319	0.03558	0.007485	0.02931	0.006191	0.006197
23252	1.873	1.596	1.691	1.478	1.131	1.025
30814	0	0	0	0	0	0
5320	0	0	0	0	0	0
5322	0	0.00253	0	0	0	0
26279	0	0	0.003437	0.00673	0.005686	0.002846
64600	0	0	0	0	0.002796	0
391013	0.02861	0.01158	0.01218	0.007948	0.0235	0
127733	1.127	1.164	0.3671	0.2917	0.3294	0.07717
101928017	0.748	0.962	0.3433	0.05307	0.6277	0.07479
105376825	0.04268	0.03743	0.03331	0.008894	0.005009	0
105376826	0	0	0	0	0	0
105376827	0	0	0	0	0	0
105376828	0	0	0	0	0	0
127731	0	0.0007257	0	0	0	0
339505	0	0	0	0	0	0
55450	0.01396	0.01883	0	0.01164	0.02949	0.01968
79594	10.37	9.514	10.51	10.83	10.65	11.6
163933	0	0	0.003764	0	0	0.006233
978	0.291	0.2166	0.05695	0.9702	1.366	0.2546
65018	6.883	6.865	7.594	10.59	11.66	9.989
102464833	7.084	8.362	7.957	12.71	16.49	9.155
100861548	7.53	7.258	7.69	8.337	8.181	7.804
1650	166.6	163.4	162.3	150.8	145.6	140.6
57576	0.03375	0.015	0.03381	0.05296	0.05593	0.02799
400745	0.01321	0.01426	0.02437	0.01285	0.01706	0.02328
112268222	7.977	6.698	9.261	7.529	6.504	8.083
50809	21.55	18.97	24.16	20.62	18.18	21.18
8672	21.54	20.99	20.07	33.4	32.35	24.7
105376830	0.03254	0.02873	0.04701	0.04603	0.05555	0.02502
105376829	0.05275	0.03558	0.08982	0.09527	0.1238	0.03099
100302155	0	0.2209	0	0	0.06405	0
1889	20.89	21.32	20.18	19.63	19.7	15.03
100506801	0.05676	0.01361	0.02506	0.02453	0.01184	0.002964
105376832	0	0	0	0	0	0
84224	2.336	1.684	2.256	2.768	2.112	2.22
249	0.1034	0.06822	0.1142	0.07025	0.07284	0.05131
105376834	0	0	0	0	0	0
5909	0.8117	0.8249	0.7682	1.995	2.218	1.816
84196	15.16	12.91	16.59	14.9	12.74	13.82
401944	6.656	4.386	5.917	4.38	3.652	3.08
3339	23.2	14.76	17.16	13.82	11.09	8.053
23436	0	0	0	0	0	0
10136	0	0	0	0	0.008412	0
101928043	0.2326	0.1381	0.33	0.1422	0.1747	0.2623
29092	8.982	9.701	7.349	11.43	11.21	9.652
112268223	0.7786	0.8939	0.4983	0.672	0.8477	0.5138
998	27.64	27.94	25.12	36.55	39.83	38.28
54361	0.002568	0	0.001457	0.007135	0.001206	0.01086
105376845	0.004331	0.04675	0.01967	0.01444	0.01627	0.008142
105376850	0.002719	0	0	0.01209	0	0.01022
107985377	0	0	0	0	0	0
100616433	0	0	0	0	0	0
105376856	0	0	0	0	0	0
9923	5.8	4.623	5.361	7.044	5.718	5.996
2046	0.005196	0.007011	0.001475	0.001444	0.004879	0.001221
102466615	0	0	0	0	0	0
712	10.64	9.093	2.133	3.842	12.05	0.8986
714	14.51	11.3	2.355	7.848	15.94	2.317
713	6.235	7.801	2.158	10.5	31.21	3.086
2048	0.02704	0.05298	0.0105	0.2103	0.4062	0.07757
100616391	0	0	0	0	0	0
100422914	0.2387	0.1288	0	0.796	1.345	0.3366
