"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"100996583",8.06494068228507,0.58856770150663,0.788851206599813,0.74610737307931,0.455602555752091,NA
"127281",3612.73075693441,0.0999069373058343,0.158243327992859,0.63135007695454,0.527811650655088,0.675715291542289
"79258",507.031223495013,0.171481789610802,0.174775503364218,0.981154602961992,0.326516507165845,0.485081454542516
"100287898",39.0682748330792,0.429829218898936,0.410931191543153,1.0459883010701,0.295566433768316,0.453503572906911
"440556",34.6405117386851,1.57515648390522,0.656638684947558,2.39881767555473,0.016448102241434,0.0459392358467758
"63976",275.281528672701,1.41370115158751,0.485390230140129,2.91250433940416,0.00358543218699459,0.0127073638785386
"105378604",12.2088075640289,1.52335206973954,0.822700570392224,1.85164824793215,0.0640763499638004,0.140547913848376
"27237",31.7549329696294,-1.02704296130297,0.496358461767974,-2.06915574209162,0.0385314743299814,0.0932626084781955
"1953",1026.51488369071,1.31677011106025,0.282380758973517,4.66310139489263,3.11479186354314e-06,2.58901499697706e-05
"127262",6039.62415972412,1.0058849653702,0.11143146021113,9.0269387430115,1.76541182782698e-19,1.70004853137231e-17
"49856",1764.73280769117,-0.204574205289076,0.118469481226278,-1.72680932820442,0.0842019126514666,0.173964412103883
"7161",105.452402891849,-1.3901058634008,0.287404780849153,-4.83675274744442,1.31977426737415e-06,1.19786960056244e-05
"57212",3490.7739664989,-0.191167818653917,0.188513082439602,-1.01408250387697,0.310543385836718,0.469297786098343
"148870",30.7761573989135,0.156220955571599,0.509697494997416,0.306497397191231,0.759225961283031,0.855699225598557
"388588",1514.28279090931,-0.133555032551379,0.103889314879045,-1.28555119173587,0.198599740029343,0.338697586250658
"57470",9443.78807340519,0.276397477746587,0.0909265834032604,3.03978734712555,0.00236745243738101,0.0088918471950077
"9731",3758.47945727522,-0.0442712978862683,0.110627940114908,-0.400181887507659,0.689022554177444,0.804470915662226
"1677",1760.54177269985,-0.13592956770748,0.177708096590286,-0.76490362744063,0.444328933731877,0.602231203625196
"107984910",30.3612005239062,-0.0403527042393226,0.56305134688726,-0.0716678939894313,0.942866207321519,0.969281976708541
"339448",3895.07168156464,0.053463087772525,0.131326646721211,0.40710007532607,0.683934488081607,0.800708737351382
"100133612",40.0148971993287,-0.0274090259650983,0.450437957868206,-0.0608497252203552,0.95147888866164,0.974229499018124
"107985376",21.4672316022155,-0.738435039326817,0.625560303377776,-1.18043781764854,0.237826128321941,0.387561961301258
"261734",1581.56219284857,-0.111037256905505,0.14764001943494,-0.752081023359898,0.45200233517942,0.60957631498681
"8514",27773.4656244943,0.296422018581303,0.14804745918904,2.00220942801054,0.0452622121283889,0.106358925083505
"26038",785.509517560186,-2.10639965443536,0.402861678497813,-5.22859275741909,1.70805133668207e-07,1.92019598163102e-06
"6146",51797.9985845991,0.0151150096391063,0.163542533559354,0.0924224989679563,0.926362364338847,0.960317147214892
"107985733",331.786890258361,0.191420398663184,0.227001963461153,0.843254374299461,0.399086194128661,0.558947183986797
"102724450",5.69078725300859,-2.01358786615606,1.03959303681893,-1.93690010883247,0.0527575551599081,NA
"388591",59.1552573200404,-1.33647982779774,0.365104466907614,-3.6605408833191,0.000251683389602983,0.00128517376982734
"23463",8040.49047650545,-0.889079823737093,0.111534084298733,-7.97137331899173,1.56920695706119e-15,7.7251158452232e-14
"148645",44.0441631293869,0.0993327210080198,0.418430943911451,0.237393343999532,0.812351652891289,0.890379988880514
"387509",126.840996007997,-0.250526045481662,0.418035901637605,-0.599293133676453,0.548977425874354,0.693635647989352
"11332",4513.81528595728,-1.04510035780424,0.130071491553895,-8.03481489540082,9.37202836384455e-16,4.74392851104244e-14
"54626",10.8741104776053,-0.561968027781956,0.745090979437215,-0.754227394091423,0.45071269104286,0.608335787903535
"83715",229.803740489353,-1.30180126055307,0.311624991992592,-4.17746103170061,2.94781146459517e-05,0.000192946770963439
"8718",306.302170891748,-0.51827660208461,0.327282800665369,-1.58357420869948,0.113290646976265,0.219283327969257
"57449",32.8714816710202,-0.37468705411515,0.567186589414298,-0.660606335037061,0.508864805279045,0.659140779492983
"79707",1969.30071837268,-0.289767385182149,0.153705628812033,-1.88520997846154,0.0594014941614065,0.132301625849354
"80835",2.16105347393691,1.6066530360913,1.6259499996134,0.98813188380535,0.323088062514061,NA
"3104",4106.44421296399,0.374538036693484,0.147855393309968,2.53313746836608,0.0113046609252813,0.0336904153571827
"9903",5868.6748376904,0.540251016606248,0.0975916001193982,5.5358352147652,3.09748690726713e-08,4.00967141222036e-07
"107984913",41.2760395997332,0.999552472236996,0.38639012479807,2.5868996335229,0.00968437962704831,0.0295394527530224
"148479",3735.78653453038,-0.389168060359875,0.101953270533965,-3.81712188654338,0.000135017478646246,0.000739561610975456
"90326",2841.05307265633,-0.10571031694835,0.108542896942298,-0.973903589513975,0.330104411309553,0.488903232325147
"55735",7151.78438597659,-0.188972042811442,0.112586699680806,-1.67845796481463,0.0932577299342816,0.18845335721493
"110841581",32.7629037138997,-0.30552456388597,0.47190096384296,-0.647433650904013,0.517351322848821,0.666394562642436
"23261",3414.45788692936,0.105759328571913,0.103376102211809,1.0230539390547,0.306282343446255,0.464851214113364
"105376689",20.1938452449058,0.513598662128759,0.663299748890663,0.774308542989392,0.438748352888012,0.597127282617184
"9341",6297.5667415361,-0.197690210303544,0.112137037058969,-1.76293413388108,0.0779115992286699,0.163762018779086
"8863",1551.31472124024,-0.68105505758853,0.13619734929355,-5.00050155984043,5.71813654666128e-07,5.64126604535934e-06
"10911",182.440597521619,-0.511965848381171,1.00140184619014,-0.511249155700043,0.609176602531582,0.742645851465535
"3604",163.010502083607,-0.394420429367251,0.255920039406657,-1.54118618566058,0.123271478645699,0.234894040535207
"11315",21031.0660810487,-0.264094041734539,0.11558824656048,-2.28478283556586,0.0223255646065814,0.0592855758539849
"54206",56.0970998458662,0.937549036280144,0.372908052908258,2.51415604723022,0.0119317626124263,0.0351664565141696
"50651",7.05257833147514,1.28308797607413,0.854742560957378,1.50113968191425,0.133319437075819,NA
"473",9793.25298760223,-0.042684125328123,0.15346454882524,-0.278136714015496,0.780907413490165,0.869088580996129
"102724552",5.26354804092249,0.154470858935421,1.15399932617525,0.133856974984024,0.893515673009519,NA
"2023",197980.804287546,0.341942654146379,0.114902567370384,2.97593571642434,0.00292096083024266,0.0106526302881619
"102465436",6.46473041627183,0.133476406794291,0.867361421067864,0.153887875979035,0.877698143797631,NA
"100505975",33.9186086630513,0.221722891340039,0.447322884137487,0.495666327841817,0.620129847702249,0.751226271691832
"112268261",3.71943255673586,-0.384580093804503,1.1675140781291,-0.329400819235326,0.741852748651304,NA
"6518",119.762312465679,1.0895975683526,0.323210931297552,3.37116558520571,0.000748508531851512,0.00330862224077042
"80045",497.872216646624,-0.347889295046969,0.181642577745823,-1.9152409053222,0.0554617880470688,0.125371711649741
"106614088",764.03949076108,0.18192624124346,0.40003234625457,0.454778827129362,0.649268363997465,0.774547182358832
"407040",9.65595359895321,0.888506624343695,0.782656207607687,1.13524509958153,0.256272637938564,NA
"102724571",282.081658787635,0.60022200362436,0.354778931790989,1.69181974982091,0.0906803467463932,0.184301526317363
"9563",5366.48934721017,-0.187330466388424,0.117365001000215,-1.59613568603881,0.110458502781664,0.214854793911994
"80176",890.183792135195,1.2188767890281,0.36620336018151,3.32841508724539,0.000873416256812771,0.00378365379103378
"100506022",185.58201327813,0.287838880017208,0.19730720017783,1.4588361689679,0.144610205030315,0.265879673791882
"84275",2791.72208089908,-0.351047278452868,0.138281116905563,-2.53864942884871,0.011128126946155,0.0332496373609877
"199953",3021.74118463472,-0.638446037754794,0.116834246856124,-5.46454532754433,4.64094786163199e-08,5.80221353619234e-07
"107985734",108.374814351871,-0.321759543205352,0.245371210176699,-1.31131742380715,0.189750544138041,0.327027325984595
"105376712",6.2788887484323,0.882215331225123,1.05620879526577,0.835266033742063,0.403567937268725,NA
"5293",12446.2908957752,0.509742122657507,0.106724498471512,4.77624284918589,1.78600687771466e-06,1.56979348944635e-05
"644997",23.433527476328,1.08098080350712,0.514357677044366,2.10161304428995,0.0355871862662098,0.0872812329582865
"101929074",507.975668587841,-0.0871225152598643,0.139125325225619,-0.626216076178642,0.531173224055191,0.678698421752332
"22883",15775.1600030835,0.475504236214887,0.116427984189732,4.0841060637106,4.42468189247804e-05,0.000274937504688099
"56998",3457.63818793187,-0.141428763014038,0.132211575861145,-1.06971543219917,0.284747417834655,0.441224393679272
"105376717",179.210075913416,-0.145740711135701,0.196519765459368,-0.74160841172912,0.458324625554424,0.61541194620255
"84328",5400.55671789791,-0.149415139035386,0.0951868238170652,-1.56970400990099,0.116483987911596,0.224342478571983
"64802",2123.40026723392,0.477342137812441,0.133666583638257,3.57114040637319,0.00035543028433105,0.0017359102530874
"116362",5.18689682503717,3.84630942980291,1.53300921716903,2.50899302282461,0.0121075875860778,NA
"10277",14199.4076997162,0.44531930699263,0.098934463061367,4.50115453415266,6.75853441662728e-06,5.18741166091132e-05
"23095",4572.19799775528,0.266137520309116,0.14003878312095,1.9004558192944,0.057373327620663,0.128719952330891
"105376725",5.31244320080251,1.47723882688806,1.06804893290648,1.38311905136036,0.166628364996034,NA
"5226",45828.3550878564,0.322324802236563,0.124280285947188,2.59353122484391,0.00949959126213233,0.0290386235840437
"100526739",548.335868402546,-1.01989216002355,0.165821848874349,-6.15052942025974,7.7224731467145e-10,1.39566211052769e-08
"378708",670.828671652667,-1.01395938734044,0.156268838106924,-6.48855779324767,8.66619139386037e-11,1.89246995913935e-09
"1325",27.3085916273209,-1.54444382719341,0.51451489854526,-3.00174753259852,0.00268434700397722,0.00992353824073303
"1676",7432.15335120105,-0.0769909881504869,0.0988300513269744,-0.779024063194766,0.435965539999839,0.594651815458911
"5195",3021.19082692138,0.238790906971168,0.124248164982741,1.92188679007321,0.0546200043664531,0.123865997265727
"54897",274.484896389416,-1.1375499113026,0.220961209807993,-5.14818828287138,2.63014418783075e-07,2.81876636329896e-06
"148345",86.9874372257203,1.50189119121094,0.315652018980328,4.75805982823302,1.95462571640577e-06,1.70584731510019e-05
"23435",18638.7067573111,-0.336417169020068,0.100303246063302,-3.35400081476677,0.000796521282608719,0.00348572969185961
"10747",184.049629222305,-0.145701518722909,0.303564556805912,-0.479968808796296,0.631249572173512,0.761146946266632
"6723",6866.79760979305,-1.37448255890659,0.187803415666311,-7.31873035445094,2.50328022032228e-13,8.85312372687117e-12
"5394",11703.844829795,-0.169095522007181,0.0990537602514527,-1.70710855981564,0.0878018764151185,0.179746639252396
"105376736",343.212427822818,-0.164972435943331,0.163956800415327,-1.0061945312755,0.314322002315352,0.472980459463935
"2475",12812.5547362961,-0.0491272064902349,0.0996259720015083,-0.493116458522393,0.621930302193929,0.752899128939127
"100873935",174.42743860335,-0.0610608038859702,0.201023854019389,-0.303749046021578,0.761319088929522,0.856804066732666
"10218",3.01215136473471,-0.435513043323952,1.56678595019806,-0.277965885045687,0.781038546908183,NA
"29914",3037.49187683486,-0.500418104059639,0.17235894207347,-2.90334866320037,0.0036919535692007,0.0130240985363815
"57540",14.9460932185272,-0.272055521607437,0.565757547644617,-0.48086945148159,0.63060928553145,0.760607191646384
"26232",97.1887951168369,-1.94881497399998,0.608717623602579,-3.20150903873341,0.00136709786067257,0.00556221740880815
"93611",899.044552616858,0.554424942287859,0.156915354075723,3.53327400975884,0.000410446829415437,0.0019623712423081
"26270",1051.39056666713,0.138939376420685,0.316833872315006,0.438524376846132,0.661006203198509,0.783713611146532
"10459",3984.67705131023,-0.358127708137085,0.144696016608286,-2.47503501845936,0.0133223112455186,0.0384665418016358
"374946",29.9003477992191,0.0447272725349426,0.499452740074598,0.0895525621268234,0.928642782806582,0.961705951895901
"57085",4265.62521246831,-0.610792293724946,0.165823018101235,-3.68339872665963,0.000230144742633179,0.00118530846968995
"284498",3110.24667982065,0.592452071408823,0.131592027356602,4.50218818958792,6.7257386636823e-06,5.17107520986282e-05
"4524",14294.3044345234,0.584199713177849,0.129578038348476,4.50847783022268,6.52943903974729e-06,5.03061138044228e-05
"1185",6267.52686112034,0.586482966974332,0.13243493126587,4.42846129316848,9.49077465906203e-06,7.0250237174557e-05
"100379251",854.738109489938,0.538490518831808,0.172974578889126,3.11311940916458,0.00185121101976369,0.00718253866767983
"4878",96.3183677453121,0.242006724119821,0.295894110243392,0.817882870060358,0.413424072525163,0.573575417507853
"26829",2.6775899840566,0.228402250695696,1.4357031864152,0.159087374644611,0.87360003511432,NA
"90231",8334.7081913774,0.222407376748779,0.10917860367851,2.03709673191723,0.0416403493446286,0.099458213721998
"5351",8528.67073918297,0.269211352317509,0.162896271096337,1.65265509459266,0.0984010783886012,0.196612923934147
"9927",18253.288589984,0.246590034881427,0.0905434118668093,2.72344535949413,0.00646049014274162,0.0208768269615096
"60672",2956.72299642456,0.0537018669507878,0.105897622253743,0.50711116838971,0.612076819099694,0.745220703456708
"102466982",3.49946894003621,-0.239004979406279,1.19602507951458,-0.19983274891132,0.841611387941506,NA
"943",255.780067017703,-0.524667335017406,0.278963810401948,-1.88077204086592,0.060002935019888,0.133301591292776
"102465836",37.2059428702922,0.864752949621365,0.489258755402667,1.76747567636201,0.0771485990433956,0.162486983219425
"7133",3996.81392783649,1.44463811143703,0.228745050512415,6.31549451321842,2.69298942003494e-10,5.31091949459637e-09
"107984917",4.53350052500567,0.606998386247585,1.27427184130563,0.476349211033062,0.633825611594814,NA
"55187",10657.0552435494,0.34652996145446,0.122344302773506,2.83241600629319,0.00461977015768142,0.0157456634466141
"677885",12.5632418348947,-0.591244755143451,0.677788386895284,-0.872314673096923,0.383036735064071,0.543369372441782
"105376744",9.24807176694755,1.62928008795556,0.860150765288397,1.89417966443277,0.058201166376642,NA
"9249",32.9585658705858,0.556714919197364,0.457560452620645,1.21670244010124,0.22371745034289,0.370069229698256
"343069",179.750923418762,-0.293487309870586,0.204671147868847,-1.43394568763865,0.151587762562157,0.275485384546505
"649330",5.78227901828804,0.164272821048277,0.901117806042763,0.182298940212576,0.855348130337592,NA
"440563",85.3013906497349,-0.257224380980267,0.273347824774783,-0.941014918235398,0.346697214230207,0.506598793939194
"101060301",21.9706715932438,-0.309844218202384,0.48820836593088,-0.63465569175898,0.525652997415133,0.673633624932742
"7799",4989.21405369709,0.181858147876771,0.147628461742381,1.2318637323074,0.217999991193043,0.363116942534785
"23254",543.608302813929,-1.51113950895204,0.235349455503789,-6.42083282375689,1.35530803919955e-10,2.85235991490813e-09
"200197",39.4526522942632,1.09065001170061,0.478628357139926,2.27869911055388,0.0226849576628768,0.0600783135528374
"55092",1351.23686627183,-0.0260924777790648,0.169556272389119,-0.153886833034313,0.877698966152029,0.930791778268492
"114827",11.0812418737805,1.50867578240024,0.764019269781032,1.97465671622737,0.0483071180270178,0.112205061415621
"101927417",2.42566960744298,2.63553591043906,1.65376061708483,1.59366227688071,0.111011697672592,NA
"101927441",13.9575494969901,-0.100574874467275,0.738870184233179,-0.136119817274336,0.89172656141984,0.939258032706705
"79180",13671.0748756364,-0.329083712920125,0.166214888195837,-1.97986905079402,0.0477182448663384,0.111164252054093
"63036",46.1909251105848,-1.92644905735339,0.579924231911875,-3.32189784690034,0.000894074201691702,0.00385959300581585
"105376767",2.08254033878229,0.185792069313601,1.66350207813465,0.111687308213006,0.911071342941592,NA
"51032",78.5701068802965,-1.78073197865097,0.409700999386255,-4.34641844007841,1.38378471755234e-05,9.83343920417594e-05
"842",2370.29904194471,0.164150182969851,0.110961363424527,1.47934540369541,0.139048023816522,0.257959499874257
"23341",3942.91310342092,0.335885722741151,0.108136904448377,3.10611557131727,0.00189562611707756,0.00733293590148961
"79814",373.216960641802,-1.03584382292721,0.272374983833182,-3.80300645951251,0.000142950626797794,0.000777407251684642
"84301",7988.8287930024,-0.747576880487412,0.14454389645283,-5.17197127539296,2.31637199189821e-07,2.52638118740678e-06
"6248",1351.08825887927,-0.578865533204089,0.160702440478667,-3.60209547210289,0.000315662383764146,0.00156935401664909
"23207",16076.2997176274,0.522686081036433,0.133800866088806,3.90644766596293,9.36629174066233e-05,0.000535786627796045
"284723",197.362974994054,0.50485098124387,0.276034458577585,1.82894187865306,0.0674083156542086,0.146489163290371
"110806303",9.62563587887272,0.695200283472914,0.807440062085511,0.860993052137274,0.389241869697594,NA
"54751",3.52082036782949,0.0568152543821596,1.22082255703986,0.0465385031219609,0.962881046264156,NA
